code,list,section,ordinal,supplementary,author,title,year,kind,stars,work_id,pdf,pdf_verdict,state,pages,sections,chunks,embedded,note
Wor.13,Working bibliography,,13,,"Meyer, Doris","Speaking for Themselves: Neomexicano Cultural Identity and the Spanish-Language Press, 1880–1920",1996,monograph,,meyer-speaking-for-themselves-neomexicano-cult-1996,,,missing,0,0,0,0,
Wor.14,Working bibliography,,14,,"Nieto-Phillips, John M","The Language of Blood: The Making of Spanish-American Identity in New Mexico, 1880s–1930s",2004,monograph,,nieto-phillips-the-language-of-blood-the-2004,,,missing,0,0,0,0,
Wor.15,Working bibliography,,15,,"Rappaport, Joanne, y Tom Cummins",Beyond the Lettered City: Indigenous Literacies in the Andes,2012,monograph,,rappaport-beyond-the-lettered-city-indigenous-2012,,,missing,0,0,0,0,
Wor.16,Working bibliography,,16,,"Sklodowska, Elzbieta","Testimonio hispanoamericano: historia, teoría, poética",1992,monograph,,sklodowska-testimonio-hispanoamericano-historia-teo-1992,,,missing,0,0,0,0,
Wor.17,Working bibliography,,17,,"Weigle, Marta","Brothers of Light, Brothers of Blood: The Penitentes of the Southwest",1976,monograph,,weigle-brothers-of-light-brothers-of-1976,,,missing,0,0,0,0,
Wor.18,Working bibliography,,18,,Counter Mapping: https://emergencemagazine,Counter Mapping,,monograph,,counter-mapping-https--counter-mapping,,,missing,0,0,0,0,
Wor.19,Working bibliography,,19,,"Sagás, Ernesto",Latino Colorado,,monograph,,sagas-latino-colorado,,,missing,0,0,0,0,
Wor.1,Working filmography,,1,,"Akerman, Chantal, directora",De l'autre côté,2002,film,,akerman-de-l-autre-cote-2002,,,missing,0,0,0,0,
Wor.2,Working filmography,,2,,"Almada, Natalia, directora",El velador,2011,film,,almada-el-velador-2011,,,missing,0,0,0,0,
Wor.3,Working filmography,,3,,"Arteaga, Marcela, directora",El guardián de la memoria,2019,film,,arteaga-el-guardian-de-la-memoria-2019,,,missing,0,0,0,0,
Wor.4,Working filmography,,4,,"Esteinou, Santiago, Javier Campos López y Axel Pedraza, directores",Mukí Sopalírili Aligué Gawichí Nirúgame / The Woman of Stars and Mountains,2023,film,,esteinou-muki-sopalirili-aligue-gawichi-nirugame-2023,,,missing,0,0,0,0,
Wor.5,Working filmography,,5,,"Huezo, Tatiana, directora",Tempestad,2016,film,,huezo-tempestad-2016,,,missing,0,0,0,0,
Wor.6,Working filmography,,6,,"Portillo, Lourdes, directora",Señorita extraviada,2001,film,,portillo-senorita-extraviada-2001,,,missing,0,0,0,0,
Wor.7,Working filmography,,7,,"Reggio, Godfrey, director",Visitors,2013,film,,reggio-visitors-2013,,,missing,0,0,0,0,
Wor.8,Working filmography,,8,,"Rivera, Alex, director",Sleep Dealer,2008,film,,rivera-sleep-dealer-2008,,,missing,0,0,0,0,
Wor.9,Working filmography,,9,,"Ruiz, Bernardo, director",Kingdom of Shadows,2015,film,,ruiz-kingdom-of-shadows-2015,,,missing,0,0,0,0,
Wor.10,Working filmography,,10,,"Rulfo, Juan Carlos, y Carlos Hagerman, directores",Los que se quedan,2008,film,,rulfo-los-que-se-quedan-2008,,,missing,0,0,0,0,
Wor.11,Working filmography,,11,,"López, Issa",Vuelven,,film,,lopez-vuelven,,,missing,0,0,0,0,
Wor.12,Working filmography,,12,,"Lyon, Danny",Llanito,1971,film,,lyon-llanito-1971,,,missing,0,0,0,0,
Wor.13,Working filmography,,13,,"Price, Roland, y Harry J. Revier",The Lash of the Penitentes,1936,film,,price-lash-penitentes-1936,,,missing,0,0,0,0,
